timestamp,total_duration,time_between_movements,hover_time,position_x,position_y,velocity,acceleration,jerk,path_length,click_events,scroll_events,average_velocity,peak_velocity,average_acceleration,peak_acceleration,average_momentum,peak_momentum,smoothness,deviation_from_ideal_path,idle_time,fitts_index_of_difficulty,fitts_movement_time
1770429007.2555,0,0,0,97,663,0,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0
1770429007.2635,0.0079562,0.0079562,0,96,663,125.68814258062895,0,0,1,None,None,125.68814258062895,125.68814258062895,0,0,125.68814258062895,125.68814258062895,0,1,0,0.014355292977070054,0.0079562
1770429007.2946,0.0390543,0.0310981,0,96,664,97.62859141718175,-270.6874487198304,-8704.308260627833,2,None,None,111.65836699890535,125.68814258062895,-270.6874487198304,0,111.65836699890535,125.68814258062895,0,1.414213562373095,0,0.020259865348147117,0.0390543
1770429007.2946,0.0390591,0.0000048,0,95,664,143.34001399202722,3238.875479009529,877390.7319323398,3,None,None,122.21891599661264,143.34001399202722,1484.0940151448494,3238.875479009529,122.21891599661264,143.34001399202722,0.0000011397430627032372,1.3416407864998738,0,0.031904256084094806,0.0390591
1770429007.3051,0.0495398,0.0104807,0,95,665,128.96205208167086,1855.6574455801338,-131977.63827124095,4,None,None,123.90470001787719,143.34001399202722,1607.948491956611,3238.875479009529,123.90470001787719,143.34001399202722,0.0000019814371631207518,1.414213562373095,0,0.040239155606656245,0.0495398
1770429007.3131,0.0575697,0.0080299,0,94,666,143.1089722312052,1827.4943212798466,-3507.282070796288,5.414213562373095,None,None,127.74555446054278,143.34001399202722,1662.83494928742,3238.875479009529,127.74555446054278,143.34001399202722,0.000002961864068174217,1.2761423749153968,0,0.05994553600599469,0.0575697
1770429007.3266,0.0710553,0.0134856,0,94,667,122.42223179871853,819.0498059849059,-74779.35837448394,6.414213562373095,None,None,126.8583340169054,143.34001399202722,1494.0779206269171,3238.875479009529,126.8583340169054,143.34001399202722,0.0000036776367146175558,1.282842712474619,0,0.070389327891398,0.0710553
1770429007.3409,0.0853551,0.0142998,0,91,668,152.03797949924018,1194.652946271456,26266.321227328353,9.576491222541474,None,None,130.4554262286675,152.03797949924018,1444.1737582343403,3238.875479009529,130.4554262286675,152.03797949924018,0.000004488647319087109,1.226144056838975,0,0.10849434370879325,0.0853551
1770429007.3617,0.1061605,0.0208054,0,90,670,138.66919541664092,643.4881069851829,-26491.431997763706,11.812559200041264,None,None,131.48214737716418,152.03797949924018,1329.790093770175,3238.875479009529,131.48214737716418,152.03797949924018,0.000005261252934085158,1.1932486733595309,0,0.13618475613136596,0.1061605
1770429007.3750,0.1195258,0.0133653,0,89,670,119.51462206246185,20.494572598342415,-46612.760984552566,12.812559200041264,None,None,130.15242234219724,152.03797949924018,1166.1281536236959,3238.875479009529,130.15242234219724,152.03797949924018,0.000005897093072901196,1.2053041816879067,0,0.14574456177964415,0.1195258
